0	1.000000	0.132235	0.074455	1	1
1	1.050000	-9.830500	66.752304	1	1
2	1.100000	-9.759291	33.225174	1	1
3	1.150000	-9.874784	-0.543927	1	1
4	1.200000	-9.864704	-30.214792	1	1
5	1.250000	-11.059254	-63.661331	1	1
6	1.300000	-11.112939	-89.143753	1	1
7	1.350000	-12.299666	-116.969826	1	1
8	1.400000	-13.694530	-141.045670	1	1
9	1.450000	-13.922210	-165.667847	1	1
10	1.500000	-14.561758	176.778763	1	1
11	1.550000	-14.339636	147.239029	1	1
12	1.600000	-15.673210	116.264160	1	1
13	1.650000	-16.900644	88.958145	1	1
14	1.700000	-20.344028	68.932205	1	1
15	1.750000	-25.684359	71.021042	1	1
16	1.800000	-19.312403	79.879997	1	1
17	1.850000	-17.111965	47.554070	1	1
18	1.900000	-15.448242	17.063370	1	1
19	1.950000	-15.750087	-17.571459	1	1
20	2.000000	-15.847878	-46.986580	1	1
21	2.050000	-16.706070	-72.197830	1	1
22	2.100000	-16.462921	-93.187332	1	1
23	2.150000	-16.681217	-121.272568	1	1
24	2.200000	-16.419502	-149.761475	1	1
25	2.250000	-17.452080	-174.685120	1	1
26	2.300000	-16.957870	157.624084	1	1
27	2.350000	-17.476526	129.832489	1	1
28	2.400000	-17.784325	100.036369	1	1
29	2.450000	-18.351025	76.640167	1	1
30	2.500000	-19.039232	48.717831	1	1
31	2.550000	-19.330683	27.274012	1	1
32	2.600000	-19.253468	0.459507	1	1
33	2.650000	-19.358984	-26.178675	1	1
34	2.700000	-20.092514	-49.772602	1	1
35	2.750000	-20.437941	-79.089607	1	1
36	2.800000	-21.314564	-110.374748	1	1
37	2.850000	-22.486935	-135.832550	1	1
38	2.900000	-26.878664	-153.077057	1	1
39	2.950000	-25.370958	-158.665817	1	1
40	3.000000	-25.233095	172.395569	1	1
41	3.050000	-25.416002	153.767288	1	1
42	3.100000	-25.818066	137.827682	1	1
43	3.150000	-23.808735	122.795158	1	1
44	3.200000	-24.107182	96.526566	1	1
45	3.250000	-22.697454	69.340622	1	1
46	3.300000	-22.396503	41.217621	1	1
47	3.350000	-22.793339	2.765398	1	1
48	3.400000	-23.843046	-19.174961	1	1
49	3.450000	-23.490873	-48.997757	1	1
50	3.500000	-24.844440	-74.281952	1	1
51	3.550000	-24.503857	-108.299881	1	1
52	3.600000	-25.542694	-136.696442	1	1
53	3.650000	-25.761347	-171.198883	1	1
54	3.700000	-29.438160	160.518250	1	1
55	3.750000	-29.771591	138.897812	1	1
56	3.800000	-29.766628	113.878983	1	1
57	3.850000	-32.166149	83.142273	1	1
58	3.900000	-32.217960	63.448280	1	1
59	3.950000	-32.146748	32.786377	1	1
60	4.000000	-34.149845	-9.493305	1	1
61	4.050000	-35.184868	-52.967793	1	1
62	4.100000	-48.748367	-171.433289	1	1
63	4.150000	-58.120026	-77.358665	1	1
64	4.200000	-47.736675	57.855778	1	1
65	4.250000	-40.593693	43.305553	1	1
66	4.300000	-37.506046	-29.450636	1	1
67	4.350000	-38.186966	-58.872681	1	1
68	4.400000	-37.392433	-67.734169	1	1
69	4.450000	-35.806789	-97.619209	1	1
70	4.500000	-34.703423	-138.112427	1	1
71	4.550000	-34.477234	-162.050278	1	1
72	4.600000	-33.787930	176.165833	1	1
73	4.650000	-32.890648	153.721832	1	1
74	4.700000	-31.828152	113.523712	1	1
75	4.750000	-32.350285	91.140289	1	1
76	4.800000	-33.041859	61.123283	1	1
77	4.850000	-32.236012	47.478951	1	1
78	4.900000	-32.410099	21.913986	1	1
79	4.950000	-30.381258	-5.875544	1	1
80	5.000000	-29.805479	-43.706409	1	1
81	5.050000	-31.970448	-78.253990	1	1
82	5.100000	-31.190243	-99.912193	1	1
83	5.150000	-30.979834	-133.900406	1	1
84	5.200000	-30.924084	-167.990570	1	1
85	5.250000	-33.239388	156.012863	1	1
86	5.300000	-32.601425	136.485352	1	1
87	5.350000	-34.807896	100.293282	1	1
88	5.400000	-34.500347	75.171898	1	1
89	5.450000	-34.287903	53.563606	1	1
90	5.500000	-34.268200	20.626272	1	1
91	5.550000	-34.268200	20.626272	1	1
92	5.600000	-33.685474	-13.220705	1	1
93	5.650000	-35.700481	-54.269684	1	1
94	5.700000	-36.909443	-67.865646	1	1
95	5.750000	-39.384407	-105.207787	1	1
96	5.800000	-39.353779	-132.599991	1	1
97	5.850000	-40.600891	-142.842957	1	1
98	5.900000	-38.163544	-174.911407	1	1
99	5.950000	-37.085239	154.768326	1	1
100	6.000000	-37.445118	109.463348	1	1
101	6.050000	-35.868248	72.897774	1	1
102	6.100000	-37.302666	30.877579	1	1
103	6.150000	-39.108303	-11.025763	1	1
104	6.200000	-43.607204	-37.919754	1	1
105	6.250000	-39.387691	-31.973505	1	1
106	6.300000	-40.499165	-73.223572	1	1
107	6.350000	-41.191402	-102.045273	1	1
108	6.400000	-38.836433	-129.821014	1	1
109	6.450000	-41.311653	-173.046631	1	1
110	6.500000	-41.546806	156.682007	1	1
111	6.550000	-45.142910	105.919327	1	1
112	6.600000	-43.267323	109.855515	1	1
113	6.650000	-43.227310	82.192856	1	1
114	6.700000	-43.363331	45.329803	1	1
115	6.750000	-44.823296	16.173086	1	1
116	6.800000	-42.392639	-17.606575	1	1
117	6.850000	-41.568031	-53.097492	1	1
118	6.900000	-39.456287	-99.729858	1	1
119	6.950000	-42.079662	-140.001846	1	1
120	7.000000	-41.066006	175.433075	1	1
121	7.050000	-41.192307	136.533997	1	1
122	7.100000	-45.509548	98.837227	1	1
123	7.150000	-47.571583	86.687820	1	1
124	7.200000	-47.998940	46.264851	1	1
125	7.250000	-46.060230	58.682323	1	1
126	7.300000	-43.606415	22.278139	1	1
127	7.350000	-40.424267	-18.016344	1	1
