0,1000000000.0,-1.120270E+001, 9.240180E+001,0,0
1,1050000000.0,-1.034445E+001, 5.486431E+001,0,0
2,1100000000.0,-1.012701E+001, 2.274508E+001,0,0
3,1150000000.0,-1.023300E+001,-6.554265E+000,0,0
4,1200000000.0,-1.050783E+001,-4.491828E+001,0,0
5,1250000000.0,-1.086024E+001,-7.073824E+001,0,0
6,1300000000.0,-1.134380E+001,-1.021474E+002,0,0
7,1350000000.0,-1.255870E+001,-1.262438E+002,0,0
8,1400000000.0,-1.274837E+001,-1.556724E+002,0,0
9,1450000000.0,-1.381276E+001,-1.781649E+002,0,0
10,1500000000.0,-1.368415E+001, 1.522429E+002,0,0
11,1550000000.0,-1.446127E+001, 1.266115E+002,0,0
12,1600000000.0,-1.643489E+001, 9.868225E+001,0,0
13,1650000000.0,-1.710540E+001, 7.319850E+001,0,0
14,1700000000.0,-2.067572E+001, 4.784650E+001,0,0
15,1750000000.0,-2.119147E+001, 4.061075E+001,0,0
16,1800000000.0,-2.251266E+001, 4.520844E+001,0,0
17,1850000000.0,-1.806580E+001, 2.929567E+001,0,0
18,1900000000.0,-1.568667E+001, 6.901477E-001,0,0
19,1950000000.0,-1.576831E+001,-3.670576E+001,0,0
20,2000000000.0,-1.661078E+001,-6.540276E+001,0,0
21,2050000000.0,-1.600045E+001,-9.205254E+001,0,0
22,2100000000.0,-1.562389E+001,-1.227823E+002,0,0
23,2150000000.0,-1.575731E+001,-1.530825E+002,0,0
24,2200000000.0,-1.632740E+001, 1.784734E+002,0,0
25,2250000000.0,-1.688296E+001, 1.495591E+002,0,0
26,2300000000.0,-1.691973E+001, 1.187521E+002,0,0
27,2350000000.0,-1.815014E+001, 9.429774E+001,0,0
28,2400000000.0,-1.799916E+001, 6.554546E+001,0,0
29,2450000000.0,-1.901938E+001, 3.879339E+001,0,0
30,2500000000.0,-1.936026E+001, 1.437523E+001,0,0
31,2550000000.0,-1.946605E+001,-8.569500E+000,0,0
32,2600000000.0,-1.945608E+001,-3.492878E+001,0,0
33,2650000000.0,-1.918577E+001,-6.049993E+001,0,0
34,2700000000.0,-1.940042E+001,-9.075735E+001,0,0
35,2750000000.0,-1.915747E+001,-1.215400E+002,0,0
36,2800000000.0,-2.086849E+001,-1.532427E+002,0,0
37,2850000000.0,-2.263543E+001,-1.782145E+002,0,0
38,2900000000.0,-2.361774E+001, 1.567998E+002,0,0
39,2950000000.0,-2.445555E+001, 1.281163E+002,0,0
40,3000000000.0,-2.782808E+001, 1.111032E+002,0,0
41,3050000000.0,-2.916693E+001, 1.085587E+002,0,0
42,3100000000.0,-2.757223E+001, 1.058130E+002,0,0
43,3150000000.0,-2.588013E+001, 8.191307E+001,0,0
44,3200000000.0,-2.389079E+001, 5.801469E+001,0,0
45,3250000000.0,-2.270133E+001, 2.666189E+001,0,0
46,3300000000.0,-2.221286E+001,-5.779302E+000,0,0
47,3350000000.0,-2.174886E+001,-3.624741E+001,0,0
48,3400000000.0,-2.153477E+001,-7.103972E+001,0,0
49,3450000000.0,-2.173492E+001,-1.094579E+002,0,0
50,3500000000.0,-2.293062E+001,-1.407955E+002,0,0
51,3550000000.0,-2.348087E+001,-1.776192E+002,0,0
52,3600000000.0,-2.583474E+001, 1.467686E+002,0,0
53,3650000000.0,-2.808797E+001, 1.186100E+002,0,0
54,3700000000.0,-3.029066E+001, 9.969964E+001,0,0
55,3750000000.0,-3.167800E+001, 7.722468E+001,0,0
56,3800000000.0,-3.271770E+001, 5.650531E+001,0,0
57,3850000000.0,-3.215139E+001, 3.370359E+001,0,0
58,3900000000.0,-3.251134E+001, 4.410233E+000,0,0
59,3950000000.0,-3.177424E+001,-1.427723E+001,0,0
60,4000000000.0,-3.388511E+001,-5.498249E+001,0,0
61,4050000000.0,-3.660019E+001,-8.615448E+001,0,0
62,4100000000.0,-3.758191E+001,-1.412349E+002,0,0
63,4150000000.0,-4.884161E+001,-1.656667E+002,0,0
64,4200000000.0,-4.721569E+001, 6.886666E+001,0,0
65,4250000000.0,-4.432986E+001,-3.810178E+001,0,0
66,4300000000.0,-3.903343E+001,-5.695343E+001,0,0
67,4350000000.0,-3.623229E+001,-9.723774E+001,0,0
68,4400000000.0,-3.440448E+001,-1.494338E+002,0,0
69,4450000000.0,-3.647929E+001, 1.756458E+002,0,0
70,4500000000.0,-3.609870E+001, 1.547274E+002,0,0
71,4550000000.0,-3.265978E+001, 1.369968E+002,0,0
72,4600000000.0,-3.272340E+001, 1.033646E+002,0,0
73,4650000000.0,-3.151980E+001, 7.598878E+001,0,0
74,4700000000.0,-3.025003E+001, 4.105402E+001,0,0
